,CarName,CarYear,CarModel,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
1041,Hyundai Solaris,2011,,1.6,123,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,645000,,0,0,1,0,0
1042,Лада 4x4 2121 Нива,2013,,1.7,83 ,бензин,механика,4WD,41,500000,,0,0,1,0,0
1043,Лада 2111,2006,,1.6,82 ,бензин,механика,передний,250,185000,,1,0,0,0,0
1044,Лада 2104,2007,1.6 MT 21041,1.6,74 ,бензин,механика,"['з', 'а', 'д', 'н', 'и', 'й']",задний,235000,,1,0,0,0,0
1045,Лада 2107,2011,,1.6,72 ,бензин,механика,"['з', 'а', 'д', 'н', 'и', 'й']",задний,200000,,1,0,0,0,0
1046,Kia Carnival,2019,2.2 CRDi AT High Nobless Special 9 seats,2.2,202,дизель,АКПП,передний,61,2880000,,0,0,1,0,0
1047,Богдан 2111,2011,1.6i MT 21112,1.6,80 ,бензин,механика,передний,97,285000,,0,0,0,0,0
1048,Hyundai Tucson,2020,2.4 AT 4WD High-Tech plus,2.4,184,бензин,АКПП,4WD,21,2420000,,0,0,1,0,0
1049,BMW 3-Series,2008,,2.0,156,бензин,АКПП,задний,225,730000,,0,1,0,0,0
1050,Volkswagen Passat,2010,,1.8,152,бензин,робот,передний,254,660000,,0,0,0,0,0
1051,Toyota Camry,2019,2.5 AT Престиж Safety,2.5,181,бензин,АКПП,передний,147,2450000,,0,0,1,0,0
1052,Chery Tiggo 4,2021,1.5 CVT Travel,1.5,113,бензин,вариатор,передний,21,1760000,,0,0,1,0,0
1053,Toyota Wish,2012,1.8 S,1.8,143,бензин,вариатор,передний,85,1260000,,0,0,1,0,0
1054,Hyundai Solaris,2020,,1.6,123,бензин,АКПП,передний,68,1420000,,0,0,1,0,0
1055,Kia Soul,2018,,1.6,124,бензин,АКПП,передний,80,1420000,,0,0,1,0,0
1056,Mercedes-Benz C-Class,2012,,1.6,156,бензин,АКПП,задний,180,1150000,,0,0,1,0,0
1057,Nissan Juke,2013,,1.6,117,бензин,вариатор,передний,118,960000,,0,0,1,0,0
1058,Nissan Pathfinder,2016,,3.5,249,бензин,вариатор,4WD,113,1950000,,0,0,0,0,0
1059,Chevrolet Spark,2011,1.0 MT Base,1.0,68 ,бензин,механика,передний,160,460000,,0,0,1,0,0
1060,Chevrolet Lacetti,2008,,1.6,109,бензин,механика,передний,,425000,,0,0,1,0,0
1061,Nissan Micra,2004,1.2 MT Luxury 5dr,1.2,80 ,бензин,механика,передний,138,389000,,0,0,1,0,0
1062,ГАЗ 24 Волга,1972,,2.4,85 ,бензин,механика,задний,100,750000,,0,0,0,0,0
1063,Toyota Roomy,2020,1.0 X S,1.0,69 ,бензин,вариатор,передний,72,957000,,0,0,0,0,0
1064,Chevrolet Evanda,2006,,2.0,131,бензин,АКПП,передний,270,300000,,0,0,0,0,0
1065,Hyundai Santa Fe,2020,2.4 AT 4WD Lifestyle 5 мест,2.4,188,бензин,АКПП,4WD,41,2999000,,0,0,1,0,0
1066,Changan CS35 Plus,2021,1.6 AT Comfort,1.6,128,бензин,АКПП,передний,5,430000,,0,0,0,0,0
1067,Лада 2107,2006,1.6 MT 21074-40-015,1.6,74 ,бензин,механика,задний,29,100000,,0,0,1,0,0
1068,Volkswagen Tiguan,2012,1.4 TSI MT BlueMotion Trend&Fun,1.4,122,бензин,механика,передний,160,950000,,0,0,0,1,0
1069,Лада 2111,2000,,1.5,72 ,бензин,механика,передний,180,150000,,1,0,0,0,0
1070,Toyota Corolla,2005,,1.5,110,бензин,АКПП,передний,200,499999,,0,0,1,0,0
1071,Лада 2110,2012,,1.5,78 ,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,220000,,0,0,1,0,0
1072,Kia Rio,2018,1.4 MT Comfort,1.4,100,бензин,механика,передний,95,1150000,,0,0,1,0,0
1073,Skoda Rapid,2016,1.6 MPI AT Ambition Hockey Edition,1.6,110,бензин,АКПП,передний,166,980000,,1,0,0,0,0
1074,Suzuki Grand Vitara,2013,2.4 AT JLX-EL Nav,2.4,169,бензин,АКПП,4WD,257,1300000,,0,0,1,0,0
1075,Mercedes-Benz GL-Class,2013,,3.0,258,дизель,АКПП,4WD,180,2650000,,0,0,1,0,0
1076,Лада Приора,2011,,1.6,98 ,бензин,механика,передний,240,285000,,0,0,1,0,0
1077,Лада 2107,2000,1.6 MT 21074,1.6,75 ,бензин,механика,задний,"11,белый",150000,,1,0,0,0,0
1078,Toyota Camry,2018,,2.5,203,бензин,АКПП,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,2300000,,0,0,1,0,0
1079,Nissan DAYZ Roox,2015,660 Highway Star Turbo,660,64 ,бензин,вариатор,передний,143,815000,,1,0,0,0,0
1080,Volkswagen Pointer,2005,,1.8,100,бензин,механика,передний,232,240000,,1,0,0,0,0
1081,Daihatsu YRV,2001,,1.3,140,бензин,АКПП,передний,240,440000,,1,0,0,0,0
1082,Renault Duster,2013,,1.6,102,бензин,механика,передний,226,680000,,0,0,0,0,0
1083,MINI Hatch,2007,,1.6,175,бензин,автомат,передний,161,700000,,0,0,0,0,0
1084,Ford Escape,2018,1.5 AT SEL,1.5,179,бензин,АКПП,передний,72,1550000,,0,0,1,0,0
1085,Honda CR-V,2018,,1.5,193,бензин,автомат,4WD,70,2650000,,0,0,1,0,0
1086,Лада 2110,2007,,1.8,98 ,бензин,механика,передний,199,175000,,0,0,1,0,0
1087,Opel Astra,2012,1.6 MT Cosmo,1.6,115,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,810000,,0,0,1,0,0
1088,Лада 2114 Самара,2011,1.6 MT 21144-20-010,1.6,81 ,бензин,механика,передний,193,265000,,1,0,0,0,0
1089,Лада Приора,2008,,1.6,98 ,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,325000,,1,0,0,0,0
1090,Volkswagen Polo,2016,,1.6,90 ,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,777000,,0,0,1,0,0
1091,Лада 2114 Самара,2011,,1.6,81 ,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,187000,,0,0,1,0,0
1092,Ford Focus,2019,,1.6,125,бензин,механика,передний,123,990000,,0,1,0,0,0
1093,Лада 2107,2010,,1.6,72 ,бензин,механика,"['з', 'а', 'д', 'н', 'и', 'й']",задний,145000,,0,0,1,0,0
1094,BMW X2,2018,,2.0,231,бензин,автомат,4WD,54,2710000,,1,0,0,0,0
1095,Renault Duster,2015,1.5D MT 4x4 Privilege,1.5,109,дизель,механика,4WD,170,899000,,0,0,1,0,0
1096,Mercedes-Benz E-Class,1997,E 230 АТ Elegance,E 2,150,бензин,АКПП,задний,445,250000,,0,0,1,0,0
1097,Лада 4x4 2121 Нива,2014,,1.7,83 ,бензин,механика,4WD,42,625000,,1,0,0,0,0
1098,Лада 4x4 2121 Нива,2002,1.7 MT,1.7,80 ,бензин,механика,"['4', 'W', 'D']",4WD,330000,,0,0,0,0,0
1099,Mitsubishi Pajero Sport,2020,,3.0,209,бензин,АКПП,4WD,1,3570000,,0,0,1,0,0
1100,Лада Гранта,2013,,1.6,98 ,бензин,АКПП,передний,82,570000,,1,0,0,0,0
1101,Nissan Murano,2012,3.5 CVT LE-R,3.5,249,бензин,вариатор,4WD,241,1100000,,0,1,0,0,0
1102,Nissan March,2007,,1.2,90 ,бензин,АКПП,передний,228,370000,,0,0,1,0,0
1103,Opel Astra,2010,1.6 Easytronic,1.6,115,бензин,робот,передний,198,460000,,0,0,1,0,0
1104,Ford Focus,2012,1.6 PowerShift Trend,1.6,105,бензин,робот,передний,290,685000,,1,0,0,0,0
1105,Toyota Land Cruiser,2012,4.5 TD AT Люкс,4.5,235,дизель,АКПП,4WD,242,2795000,,0,1,0,0,0
1106,Chevrolet Lacetti,2010,,1.4,95 ,бензин,механика,передний,214,435000,,0,0,1,0,0
1107,Audi A6,2005,2.4 multitronic,2.4,177,бензин,вариатор,передний,200,600000,,0,0,1,0,0
1108,Лада Приора,2008,,1.6,98 ,бензин,механика,передний,160,299000,,1,0,0,0,0
1109,Dodge Caravan,2002,2.4 AT SE,2.4,150,бензин,АКПП,передний,300,250000,,0,0,0,0,0
1110,Лада 2115 Самара,2005,1.5i MT Базовая,1.5,76 ,бензин,механика,передний,162,90000,,0,0,0,1,0
1111,Лада 4x4 Урбан,2019,,1.7,83 ,бензин,механика,4WD,100,645000,,0,0,1,0,0
1112,Opel Zafira,2001,1.8 MT Comfort,1.8,125,бензин,механика,передний,235,315000,,0,0,0,1,0
1113,Toyota Land Cruiser Prado,2018,,2.7,163,бензин,АКПП,4WD,"48,белый",3550000,,0,0,1,0,0
1114,Chevrolet Malibu,2017,,1.5,162,бензин,автомат,передний,110,1280000,,0,0,1,0,0
1115,Chrysler 300C,2007,3.5 AT,3.5,249,бензин,АКПП,задний,230,1140000,,0,0,1,0,0
1116,Hyundai Getz,2003,1.3 MT GLS,1.3,82 ,бензин,механика,передний,70,385000,,0,0,0,1,0
1117,SEAT Ibiza,2012,1.2 TSI DSG Style 5dr.,1.2,105,бензин,робот,передний,141,610000,,0,0,0,0,0
1118,BMW 7-Series,2013,740Li AT xDrive,740,320,бензин,АКПП,4WD,130,2500000,,0,0,0,0,0
1119,Mercedes-Benz G-Class,2009,,5.5,388,бензин,АКПП,4WD,205,3500000,,0,0,0,0,0
1120,Toyota Soluna,2000,,1.5,100,бензин,автомат,передний,202,175000,,0,0,0,0,0
1121,Kia Rio X (X-Line),2018,1.6 AT Prestige,1.6,123,бензин,АКПП,передний,84,1400000,,0,0,1,0,0
1122,Renault Logan,2008,,1.4,75 ,бензин,механика,передний,348,295000,,1,0,0,0,0
1123,Ford Focus,2011,1.6 MT Trend Sport,1.6,105,бензин,механика,передний,170,550000,,0,1,0,0,0
1124,Kia Rio,2017,1.6 MT Comfort,1.6,123,бензин,механика,передний,170,1050000,,0,0,1,0,0
1125,Mercedes-Benz GLC Coupe,2018,GLC 250d 4MATIC Sport,GLC,204,дизель,АКПП,4WD,28,5500000,,1,0,0,0,0
1126,Лада Ларгус,2018,,1.6,106,бензин,механика,передний,101,799000,,0,0,1,0,0
1127,Kia Spectra,2006,1.6 MT Комфорт+,1.6,101,бензин,механика,передний,143,325000,,0,0,0,1,0
1128,Nissan Roox,2011,660 G,660,54 ,бензин,вариатор,передний,130,519000,,0,0,0,0,0
1129,Opel Astra,2013,,1.8,140,бензин,автомат,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,660000,,0,1,0,0,0
1130,Nissan March,2011,1.2 12G,1.2,79 ,бензин,вариатор,передний,130,455000,,0,0,0,1,0
1131,Honda Fit Aria,2003,1.3 A,1.3,86 ,бензин,вариатор,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,290000,,0,0,1,0,0
1132,Suzuki Alto,2018,660 L,660,52 ,бензин,вариатор,передний,58,610000,,0,0,1,0,0
1133,Nissan Leaf,2013,, 109,"., ",,,[],,560000,,0,0,1,0,0
1134,Kia Sorento,2014,,2.0,184,дизель,АКПП,4WD,154,2050000,,1,0,0,0,0
1135,Audi A4,2012,,2.0,211,бензин,робот,4WD,183,1150000,,0,0,1,0,0
1136,Nissan Wingroad,1998,1.8 California touring,1.8,125,бензин,АКПП,передний,323,189000,,1,0,0,0,0
1137,Skoda Yeti,2014,1.2 TSI DSG Active Outdoor,1.2,105,бензин,робот,передний,92,920000,,0,1,0,0,0
1138,Opel Corsa,2007,1.4 MT Cosmo 5dr.,1.4,90 ,бензин,механика,передний,120,350000,,0,0,1,0,0
1139,Peugeot 308,2008,1.6 VTi MT Premium,1.6,120,бензин,механика,передний,182,365000,,0,0,1,0,0
1140,Kia Ceed,2008,1.6 CRDi MT LX,1.6,115,дизель,механика,передний,353,420000,,0,0,0,0,0
1141,Renault Symbol,2008,1.4 AT Expression,1.4,98 ,бензин,АКПП,передний,250,290000,,0,1,0,0,0
1142,Лада Гранта,2019,,1.6,106,бензин,механика,передний,45,725000,,0,0,1,0,0
1143,Honda Freed,2011,1.5 G,1.5,118,бензин,вариатор,передний,120,870000,,0,0,1,0,0
1144,Opel Corsa,2004,1.2 MT 5dr.,1.2,80 ,бензин,механика,передний,150,200000,,0,1,0,0,0
1145,Honda Freed,2018,1.5 G Honda Sensing (6-Seater),1.5,131,бензин,вариатор,передний,85,1425000,,0,0,1,0,0
1146,Лада 2115 Самара,2004,1.5 MT Базовая,1.5,70 ,бензин,механика,передний,330,80000,,0,0,0,0,0
1147,Лада 2104,2012,1.6 MT 21041,1.6,74 ,бензин,механика,задний,110,325000,,1,0,0,0,0
1148,Ford Focus,2004,1.6 MT Trend,1.6,100,бензин,механика,передний,250,377000,,1,0,0,0,0
1149,Genesis GV80,2020,3.0 e-VGT AT 4WD 5 seats,3.0,273,дизель,АКПП,4WD,45,6247000,,0,0,1,0,0
1150,Honda HR-V,1999,1.6i MT 2WD,1.6,105,бензин,механика,передний,150,270000,,0,0,0,0,0
1151,Honda Freed,2012,1.5 G Just Selection (6-Seater),1.5,118,бензин,вариатор,передний,175,985000,,0,0,1,0,0
1152,Daihatsu Thor,2019,1.0 G Limited II SAIII,1.0,69 ,бензин,вариатор,передний,79,925000,,0,0,1,0,0
1153,Hyundai Getz,2004,,1.3,85 ,бензин,автомат,передний,146,336000,,0,0,0,0,0
1154,Chery indiS S18D,2013,1.3 MT IN14C,1.3,83 ,бензин,механика,передний,109,420000,,1,0,0,0,0
1155,Nissan Cube,2014,1.5 Rider Black Line,1.5,111,бензин,вариатор,передний,116,960000,,0,0,0,0,0
1156,Mitsubishi Outlander,2007,3.0 AT Inspire,3.0,220,бензин,АКПП,4WD,236,1000000,,0,0,0,0,0
1157,Toyota Camry,2017,2.5 AT Комфорт,2.5,181,бензин,АКПП,передний,127,1745000,,0,1,0,0,0
1158,Hyundai Sonata,2018,2.4 AT Business,2.4,188,бензин,АКПП,передний,90,1650000,,0,0,1,0,0
1159,Honda Life,2012,,0.7,52 ,бензин,АКПП,передний,94,678000,,1,0,0,0,0
1160,Kia Rio,2017,1.6 AT Premium,1.6,123,бензин,АКПП,передний,125,950000,,0,0,0,1,0
1161,Porsche 911,2015,3.8 PDK Turbo S,3.8,560,бензин,робот,4WD,58,8000000,,0,0,0,0,0
1162,Hyundai Elantra,2017,,2.0,147,бензин,АКПП,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,1245000,,0,0,1,0,0
1163,Hyundai Elantra,2016,,2.0,147,бензин,АКПП,передний,65,1415000,,0,0,1,0,0
1164,Chevrolet Aveo,2005,,1.4,83 ,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,335000,,0,0,1,0,0
1165,Лада 2110,2005,1.6i MT 21104,1.6,89 ,бензин,механика,передний,145,265000,,1,0,0,0,0
1166,Лада 2114 Самара,2011,,1.6,81 ,бензин,механика,передний,200,290000,,1,0,0,0,0
1167,Honda Shuttle,2018,1.5 Hybrid X Honda Sensing,1.5,110,гибрид,робот,передний,58,1580000,,1,0,0,0,0
1168,Kia Rio,2016,1.6 MT UEFA,1.6,123,бензин,механика,передний,124,1000000,,0,0,1,0,0
1169,Volkswagen Polo,2019,1.6 MPI AT Comfortline,1.6,110,бензин,АКПП,передний,95,1255000,,0,0,1,0,0
1170,Kia Optima,2017,,2.0,150,бензин,АКПП,передний,96,1920000,,1,0,0,0,0
1171,Лада 2112,2007,1.6 MT Базовая 5-дв. 21124,1.6,89 ,бензин,механика,передний,89,89000,,0,0,0,1,0
1172,Renault Logan,2018,,1.6,82 ,бензин,механика,передний,130,325000,,0,0,0,0,0
1173,Datsun on-DO,2019,,1.6,87 ,бензин,механика,передний,149,525000,,0,0,1,0,0
1174,Toyota Venza,2010,2.7 AT 4WD,2.7,182,бензин,АКПП,4WD,140,1480000,,0,0,0,1,0
1175,Mazda Mazda3,2003,2.3 AT s,2.3,160,бензин,АКПП,передний,175,650000,,1,0,0,0,0
1176,Ford Focus,2017,1.6 PowerShift SYNC Edition,1.6,105,бензин,робот,передний,230,750000,,0,1,0,0,0
1177,Kia Sorento,2009,2.2D Prestige AT,2.2,197,дизель,АКПП,4WD,207,1280000,,1,0,0,0,0
1178,Geely Coolray SX11,2023,,1.5,150,бензин,робот,передний,0,2709990,2109000,0,0,0,0,1
1179,Geely Coolray SX11,2023,,1.5,150,бензин,робот,передний,0,2709990,,0,0,0,0,0
1180,Geely Coolray SX11,2023,,1.5,150,бензин,робот,передний,0,2709990,,0,0,0,0,0
1181,BMW 5-Series,2018,,2.0,190,дизель,АКПП,4WD,75,3300000,,1,0,0,0,0
1182,Лада 2109,1998,,1.5,70 ,бензин,механика,"['п', 'е', 'р', 'е', 'д', 'н', 'и', 'й']",передний,120000,,1,0,0,0,0
1183,Chevrolet Lanos,2007,,1.5,86 ,бензин,механика,передний,150,258000,,1,0,0,0,0
1184,Toyota Vellfire,2010,2.4 Z (8 Seater),2.4,170,бензин,вариатор,передний,146,1769000,,0,0,1,0,0
1185,Toyota RAV4,2008,,2.0,152,бензин,АКПП,4WD,280,1150000,,1,0,0,0,0
1186,Honda CR-V,2019,2.0 Hybrid EX Masterpiece 5-seater,2.0,145,гибрид,вариатор,передний,37,2950000,,0,0,1,0,0
1187,Nissan Note,2005,,1.5,109,бензин,вариатор,передний,200,459000,,0,0,1,0,0
1188,Nissan Serena,2019,1.2 e-Power Highway Star,1.2,84 ,гибрид,АКПП,передний,104,1899000,,0,0,1,0,0
1189,Honda Stepwgn,2018,1.5 G Honda Sensing 7 seater,1.5,150,бензин,вариатор,передний,11,2299000,,0,0,1,0,0
1190,Toyota Voxy,2018,1.8 Hybrid ZS Kirameki (7 Seater),1.8,99 ,гибрид,вариатор,передний,99,2299000,,1,0,0,0,0
1191,Nissan Tiida Latio,2005,,1.5,109,бензин,АКПП,передний,160,395000,,0,0,1,0,0
1192,Лада Приора,2011,,1.6,98 ,бензин,механика,передний,182,299000,,0,0,1,0,0
1193,Toyota Wish,2010,1.8 X HID selection,1.8,144,бензин,вариатор,передний,160,1095000,,0,0,1,0,0
1194,Лада 2114 Самара,2005,1.5 MT Базовая,1.5,77 ,бензин,механика,передний,185,139000,,1,0,0,0,0
1195,Honda Freed,2014,1.5 G Aero (7-Seater),1.5,118,бензин,вариатор,передний,1,1020000,,0,0,1,0,0
1196,Лада Приора,2011,,1.6,98 ,бензин,механика,передний,197,410000,,1,0,0,0,0
1197,Honda HR-V,2001,1.6i MT 2WD,1.6,105,бензин,механика,передний,252,395000,,0,0,1,0,0
1198,Subaru Forester,2006,2.0 Cross Sports i,2.0,140,бензин,АКПП,4WD,200,700000,,0,0,1,0,0
1199,Nissan Serena,2016,,2.0,147,бензин,автомат,передний,114,1550000,,0,0,1,0,0
1200,УАЗ Буханка,1994,,2.9,92 ,бензин,механика,4WD,,90000,,0,0,0,0,0
1201,Lifan X60,2015,1.8 MT Comfort,1.8,128,бензин,механика,передний,65,670000,,0,0,1,0,0
1202,Лада Калина Спорт,2012,"1.6 MT Люкс 11196-45-494, 43-494",1.6,98 ,бензин,механика,передний,203,375000,,1,0,0,0,0
1203,Лада Приора,2008,1.6 MT Люкс 21703-03-049,1.6,98 ,бензин,механика,передний,180,220000,,0,0,1,0,0
1204,Subaru Levorg,2014,1.6 GT-S EyeSight 4WD,1.6,170,бензин,вариатор,4WD,115,1505000,,0,0,1,0,0
1205,Suzuki Alto,2017,,0.7,52 ,бензин,автомат,передний,81,610000,,0,0,1,0,0
1206,Toyota Passo,2018,1.0 X L Package S,1.0,69 ,бензин,вариатор,передний,85,870000,,0,0,1,0,0
1207,Mitsubishi Mirage,1997,1.5 Asti S,1.5,110,бензин,АКПП,передний,160,170000,,0,0,1,0,0
1208,Лада Приора,2013,1.6 MT Люкс 21705-33-043,1.6,106,бензин,механика,передний,187,470000,,1,0,0,0,0
1209,Renault Logan,2015,1.6 MT Privilege,1.6,82 ,бензин,механика,передний,43,400000,,0,0,0,1,0
1210,Daihatsu Mira e:S,2017,660 X SAIII,660,49 ,бензин,вариатор,передний,54,735000,,0,0,1,0,0
1211,Honda Stepwgn,2015,1.5 G EX,1.5,150,бензин,вариатор,передний,183,1680000,,0,0,1,0,0
1212,Nissan Murano,2005,,3.5,234,бензин,вариатор,4WD,142,490000,,0,0,0,1,0
1213,Hyundai Solaris,2012,1.6 AT Active,1.6,123,бензин,АКПП,передний,131,835000,,1,0,0,0,0
1214,Mazda Mazda3,2006,1.6 AT Touring,1.6,105,бензин,АКПП,передний,152,645000,,1,0,0,0,0
1215,Toyota Alphard,2007,2.4 V AS (7 Seater),2.4,159,бензин,АКПП,передний,172,900000,,0,0,0,0,0
1216,Лада Приора,2011,1.6 MT Люкс 21713-01-018,1.6,98 ,бензин,механика,передний,135,345000,,0,0,1,0,0
1217,Datsun mi-Do,2016,1.6 AT Trust II,1.6,87 ,бензин,АКПП,передний,74,490000,,0,1,0,0,0
1218,Лада 4x4 2121 Нива,2007,,1.7,80 ,бензин,механика,4WD,150,355000,,1,0,0,0,0
1219,Лада Приора,2008,1.6 MT Норма 21703-01-010,1.6,98 ,бензин,механика,передний,300,260000,,1,0,0,0,0
1220,Toyota Voxy,2014,1.8 Hybrid V,1.8,99 ,гибрид,вариатор,передний,210,1580000,,0,0,1,0,0
1221,Toyota Prius,2016,1.8 A Premium Touring Selection,1.8,98 ,гибрид,вариатор,передний,106,1350000,,0,1,0,0,0
1222,Mercedes-Benz C-Class,2014,C 250 BlueTEC 4MATIC Особая серия,C 2,204,дизель,АКПП,4WD,78,2515000,,1,0,0,0,0
1223,Toyota C-HR,2019,1.2 G-T,1.2,116,бензин,вариатор,передний,34,1925000,,0,0,1,0,0
1224,Mazda Mazda3,2004,,1.6,105,бензин,механика,передний,240,350000,,0,0,1,0,0
1225,Chery indiS S18D,2014,1.3 AMT IN14С,1.3,83 ,бензин,робот,передний,126,399000,,0,0,0,0,0
1226,Toyota RAV4,2021,2.0 CVT 4WD Престиж Safety,2.0,149,бензин,вариатор,4WD,25,3250000,,0,0,1,0,0
1227,Лада Гранта,2014,1.6 AT Люкс,1.6,98 ,бензин,АКПП,передний,127,710000,,1,0,0,0,0
1228,MINI Hatch,2011,1.6 АТ Cooper,1.6,122,бензин,АКПП,передний,120,850000,,0,0,1,0,0
1229,Toyota Land Cruiser Prado,2012,2.7 AT Standard,2.7,163,бензин,АКПП,4WD,92,2500000,,0,0,1,0,0
1230,Toyota Camry,2017,,2.5,181,бензин,АКПП,передний,107,2070000,,0,0,0,0,0
1231,Chery Tiggo 8 Pro,2021,,1.6,186,бензин,робот,передний,44,2213000,,0,0,1,0,0
1232,Toyota Land Cruiser Prado,2010,,3.0,173,дизель,АКПП,4WD,343,1990000,,0,1,0,0,0
1233,Volkswagen Touareg,2012,,3.6,249,бензин,АКПП,4WD,194,1570000,,0,1,0,0,0
1234,Mercedes-Benz E-Class,2013,E 400 4MATIC AT Особая серия,E 4,333,бензин,АКПП,4WD,178,2150000,,0,0,1,0,0
1235,Volkswagen Passat,2010,1.8 TSI DSG Comfortline,1.8,152,бензин,робот,передний,207,640000,,0,0,1,0,0
1236,Mercedes-Benz GLS-Class,2019,,2.9,330,дизель,АКПП,4WD,65,8999000,,0,0,0,0,0
1237,Hyundai Creta,2020,,1.6,123,бензин,АКПП,передний,228,1219000,,0,0,0,0,0
1238,Лада Веста,2020,,1.6,113,бензин,вариатор,передний,39,1129000,,0,0,1,0,0
1239,Kia Ceed,2016,,1.6,130,бензин,АКПП,передний,132,1109000,,0,0,1,0,0
1240,Hyundai Creta,2017,,2.0,149,бензин,АКПП,передний,130,1479000,,0,0,1,0,0
1241,Daewoo Matiz,2011,,0.8,52 ,бензин,механика,передний,158,179000,,0,0,0,0,0
1242,Ford Focus,2006,1.6 MT Comfort,1.6,115,бензин,механика,передний,188,360000,,0,0,1,0,0
1243,Nissan DAYZ,2016,,0.7,49 ,бензин,вариатор,передний,60,599000,,0,0,1,0,0
1244,Skoda Rapid,2021,,1.6,110,бензин,автомат,передний,10,1435500,,0,0,0,0,0
1245,Лада Нива Легенд,2022,,1.7,83 ,бензин,механика,4WD,3,659500,,0,0,0,0,0
1246,Volkswagen Passat CC,2014,,1.8,152,бензин,робот,передний,156,1199500,,0,0,1,0,0
1247,Renault Kaptur,2021,,1.3,150,бензин,автомат,передний,13,1685500,,0,0,0,0,0
1248,Toyota Camry,2009,,2.4,167,бензин,АКПП,передний,230,990000,,0,0,1,0,0
1249,Land Rover Range Rover Sport,2013,,3.0,340,бензин,АКПП,4WD,99,2689000,,0,0,1,0,0
1250,Audi A4,2017,,2.0,150,дизель,робот,передний,163,1999000,,0,0,1,0,0
1251,Skoda Rapid,2020,1.4 TSI DSG Style,1.4,125,бензин,робот,передний,45,1547000,,0,0,1,0,0
1252,Volvo V40,2018,,1.5,152,бензин,АКПП,передний,23,1815000,,0,0,0,0,0
1253,Nissan Qashqai,2017,2.0 CVT LE+,2.0,144,бензин,вариатор,передний,76,1720000,,0,0,0,0,0
1254,Lexus RX270,2011,,2.7,188,бензин,АКПП,передний,145,1520000,,0,0,0,0,0
1255,Audi A6,2013,,2.0,180,бензин,автомат,передний,191,1045000,,0,0,0,0,0
1256,Ford Kuga,2011,,2.5,199,бензин,автомат,4WD,169,1120000,,0,0,0,0,0
1257,Ford Fusion,2015,,2.5,170,бензин,автомат,передний,192,1180000,,0,0,0,0,0
1258,Mitsubishi Lancer Cedia,2002,1.8 Touring super package,1.8,130,бензин,вариатор,4WD,330,385000,,0,0,0,1,0
1259,Toyota Noah,2003,,2.0,152,бензин,АКПП,передний,170,809000,,0,0,1,0,0
1260,Chevrolet Aveo,2007,,1.4,94 ,бензин,механика,передний,"199,серый",385000,,0,0,1,0,0
1261,Лада Калина,2013,,1.6,106,бензин,механика,передний,129,567000,,1,0,0,0,0
1262,Audi A4,2014,,1.8,170,бензин,вариатор,передний,197,1127000,,0,1,0,0,0
1263,Peugeot 308,2010,1.6 VTi MT Premium Pack,1.6,120,бензин,механика,передний,257,480000,,0,0,0,1,0
1264,Лада 2107,2005,1.6 MT 21074-30-012,1.6,72 ,бензин,механика,задний,150,110000,,1,0,0,0,0
1265,Volkswagen Jetta,2017,1.4 TSI Tiptronic SE,1.4,150,бензин,АКПП,передний,53,1200000,,0,0,1,0,0
1266,BMW 5-Series,2012,520i AT,520,184,бензин,АКПП,задний,200,1470000,,0,0,1,0,0
1267,Jeep Gladiator,2021,3.6 AT Sport S,3.6,285,бензин,АКПП,4WD,4,6250000,,0,0,0,0,0
1268,Volkswagen Passat,2010,,1.8,152,бензин,робот,передний,248,650000,,0,0,1,0,0
1269,Toyota C-HR,2019,2.0 CVT Hot,2.0,148,бензин,вариатор,передний,77,2200000,,0,0,1,0,0
1270,Hyundai Solaris,2019,,1.6,123,бензин,механика,передний,73,1000000,,0,0,0,0,0
1271,Hyundai Solaris,2014,,1.4,107,бензин,АКПП,передний,186,780000,,0,0,1,0,0
1272,Лада Гранта,2020,1.6 MT Classic + пакет Optima,1.6,87 ,бензин,механика,передний,41,880000,,1,0,0,0,0
1273,Mercedes-Benz CLA-Class,2013,CLA 200 DCT,CLA,156,бензин,робот,передний,138,1400000,,0,0,1,0,0
1274,Kia Sportage,2018,,2.4,184,бензин,АКПП,4WD,85,1950000,,0,1,0,0,0
1275,Лада Гранта,2021,,1.6,90 ,бензин,механика,передний,39,764000,,0,0,1,0,0
1276,Toyota Voxy,2018,,2.0,152,бензин,вариатор,передний,70,2350000,,1,0,0,0,0
